make;model;year;mileage;engine_power;fuel_type;gearbox;price
volkswagen;caravelle;2007;240000;84;diesel;manual;29999
cupra;cupra-formentor;2022;49272;150;petrol;automatic;108000
kia;sportage;2022;52472;150;petrol;manual;93000
mazda;cx-30;2019;90557;122;petrol;automatic;85000
ford;edge;2017;103322;210;diesel;automatic;77000
mercedes-benz;klasa-a;2017;135000;381;petrol;automatic;99000
cupra;cupra-formentor;2021;139000;310;petrol;automatic;113900
opel;combo;2019;84820;130;diesel;automatic;60000
saab;9-3x;2007;315000;149;diesel;automatic;13800
suzuki;ignis;2004;246500;70;diesel;manual;6200
audi;a4-avant;2003;351699;130;diesel;automatic;9999
audi;s4-avant;2008;222000;333;petrol;manual;18900
peugeot;508;2016;201000;120;diesel;automatic;35555
kia;optima;2018;119000;141;diesel;manual;51111
audi;q3;2013;197150;177;diesel;automatic;54000
citroen;c4-picasso;2008;320000;125;petrol-lpg;manual;7500
mercedes-benz;klasa-b;2012;300885;109;diesel;manual;30900
volkswagen;golf;2023;160100;130;petrol;manual;59500
citroen;c4-picasso;2013;207800;112;diesel;manual;15500
nissan;navara;2015;179840;145;diesel;manual;49000
bmw;seria-3;1999;320821;193;petrol;manual;18000
mitsubishi;colt;2008;135622;75;petrol;manual;9500
renault;laguna;2012;228000;110;diesel;manual;16500
dacia;duster;2016;136732;114;petrol;manual;34000
ds-automobiles;ds-7-crossback;2019;33000;224;petrol;automatic;98900
peugeot;208;2016;79038;82;petrol-lpg;manual;25000
hyundai;tucson;2018;107000;132;petrol;manual;61900
bmw;seria-7;1995;346000;285;petrol;automatic;49900
opel;zafira;2017;89992;140;petrol;manual;44000
toyota;auris;2014;204000;99;hybrid;automatic;39900
honda;accord;2008;262459;201;petrol-lpg;manual;23000
audi;q3;2016;191200;150;diesel;automatic;46900
audi;a3-sportback;2009;205000;105;diesel;manual;21999
fiat;500;2022;50932;70;petrol;manual;47850
peugeot;308;2015;162317;130;petrol;manual;26000
fiat;punto-evo;2011;217000;85;diesel;manual;10800
skoda;octavia;2022;135274;115;diesel;manual;69900
toyota;corolla-verso;2005;354559;129;petrol-lpg;manual;16800
bmw;seria-4;2014;126000;184;petrol;manual;57900
ford;mondeo;2009;264320;125;diesel;manual;12300
audi;q5;2021;92000;204;diesel;automatic;135900
renault;megane;2009;272121;110;petrol-lpg;manual;9500
mercedes-benz;klasa-e;2021;124956;194;diesel;automatic;130000
peugeot;4008;2013;179600;115;diesel;manual;37900
renault;laguna;2008;262938;140;petrol-lpg;manual;15000
dodge;challenger;2017;151000;309;petrol;automatic;79900
kia;sportage;2010;214000;163;petrol;manual;33900
ford;puma;2022;65167;125;petrol;manual;30900
renault;kadjar;2015;76055;130;petrol;manual;44999
ford;grand-tourneo-connect;2015;175000;116;diesel;manual;39900
mercedes-benz;klasa-e;2010;290000;231;diesel;automatic;53900
lexus;nx;2014;119908;197;hybrid;automatic;82000
seat;leon;2017;187000;150;diesel;manual;42900
bmw;x1;2013;113849;143;diesel;automatic;42000
mercedes-benz;klasa-v;2014;207000;163;diesel;manual;99900
honda;cr-v;2018;77400;193;petrol;automatic;94900
hyundai;i30;2023;46645;160;petrol;manual;69850
cupra;cupra-formentor;2023;28307;150;petrol;automatic;104900
fiat;freemont;2014;196448;170;diesel;automatic;43900
volvo;xc-40;2022;189009;163;petrol;automatic;84900
opel;meriva;2013;132418;120;petrol;manual;27000
toyota;c-hr;2022;245000;122;hybrid;automatic;36700
audi;tt;2007;231000;250;petrol;manual;36900
ford;kuga;2018;175000;180;diesel;automatic;62900
mitsubishi;outlander;2011;190900;170;petrol;manual;34900
toyota;c-hr;2021;72660;184;hybrid;automatic;103000
volkswagen;multivan;2004;281838;105;diesel;manual;44900
jeep;grand-cherokee;2007;210500;425;petrol-lpg;automatic;66500
audi;a4-avant;2009;348000;170;diesel;manual;15900
volkswagen;passat-variant;2020;93182;150;diesel;automatic;89900
kia;picanto;2020;57700;67;petrol;automatic;44800
mercedes-benz;klasa-c;2007;268000;156;petrol-lpg;manual;19900
mg;zs;2024;8500;106;petrol;manual;79900
audi;a4-allroad;2020;76500;190;diesel;automatic;111999
subaru;xv;2012;134324;150;petrol;automatic;42000
mercedes-benz;gle;2019;128041;245;diesel;automatic;170000
volkswagen;golf-plus;2011;192000;122;petrol;automatic;22500
dacia;duster;2014;87000;125;petrol;manual;28900
hyundai;i20;2014;135763;86;petrol-lpg;manual;23000
bmw;seria-5;2020;84000;252;petrol;automatic;127500
mercedes-benz;klasa-c;2007;248000;183;petrol;manual;21000
citroen;c3-picasso;2013;117761;95;petrol;manual;20500
hyundai;i30;2009;245000;109;petrol;manual;10500
citroen;c4;2010;295000;90;diesel;manual;6770
toyota;auris;2017;196324;112;diesel;manual;31500
kia;sportage;2012;112852;184;diesel;automatic;48000
audi;a7;2013;214150;204;diesel;automatic;60000
audi;q3;2016;156470;180;petrol;automatic;59000
peugeot;508;2019;140000;163;diesel;automatic;70900
ford;ecosport;2019;123748;140;petrol;manual;45000
bmw;seria-1;2009;269950;116;diesel;manual;14950
seat;alhambra;2011;258213;177;diesel;automatic;35700
renault;scenic;2014;169010;110;diesel;automatic;24000
volkswagen;tiguan;2009;220000;170;diesel;manual;28900
peugeot;208;2012;184000;82;petrol;manual;9500
audi;a4-avant;2002;293000;150;petrol-lpg;manual;8500
volkswagen;tiguan;2014;166000;140;diesel;manual;47900
volkswagen;amarok;2020;129256;258;diesel;automatic;161299
opel;astra;2014;118200;120;petrol;manual;24800
seat;ibiza;2004;317000;180;petrol;manual;17900
mazda;6;2008;259500;147;petrol;manual;17900
hyundai;tucson;2016;145000;185;diesel;automatic;65900
honda;cr-v;2009;204462;140;diesel;manual;25000
skoda;superb;2015;219000;150;diesel;automatic;34900
volkswagen;tiguan;2020;62448;130;petrol;manual;78000
jeep;compass;2023;67404;130;petrol;automatic;98000
nissan;juke;2014;101393;117;petrol;automatic;41900
volvo;v70;2008;409000;238;petrol;automatic;28000
peugeot;3008;2019;95000;131;diesel;manual;63900
opel;insignia;2011;277000;160;diesel;manual;15900
hyundai;tucson;2022;222804;150;petrol;automatic;71498
ford;mondeo;2015;213000;150;diesel;manual;37900
nissan;micra;2014;196000;80;petrol;manual;16500
ram;1500;2021;110000;401;petrol;automatic;145000
ford;focus;2013;175263;125;petrol;manual;20000
kia;rio;2012;187172;85;petrol;manual;18000
kia;sportage;2011;183700;136;petrol;manual;35900
hyundai;tucson;2020;43500;132;petrol;manual;88000
kia;rio;2018;130000;84;petrol;manual;37900
lexus;ct;2016;189540;136;hybrid;automatic;56000
citroen;jumpy-combi;2020;144400;177;diesel;automatic;86900
fiat;500x;2015;95422;110;petrol;manual;42000
mercedes-benz;ml;2013;230000;258;diesel;automatic;67999
honda;civic;2012;148730;142;petrol;manual;35500
mazda;cx-5;2012;168000;160;petrol;automatic;49900
volkswagen;tiguan;2022;70434;150;diesel;automatic;105900
bmw;seria-3;2005;348000;150;petrol-lpg;automatic;12000
mercedes-benz;slk;2010;178000;183;petrol;automatic;54500
skoda;octavia;2021;71268;150;hybrid;automatic;88500
honda;civic;2007;270000;140;diesel;manual;8000
citroen;c5-aircross;2023;22237;131;petrol;automatic;86000
kia;stinger;2019;82200;200;diesel;automatic;97900
audi;q5;2016;104500;190;diesel;automatic;84600
mini;cooper;2025;7100;156;petrol;automatic;44000
audi;a3-sportback;2009;240000;200;petrol;manual;25000
citroen;c4-aircross;2013;198000;114;diesel;manual;27900
volkswagen;passat-variant;2015;126781;180;petrol;automatic;60000
bmw;x1;2019;133000;190;diesel;automatic;83000
ford;ecosport;2018;38000;125;diesel;manual;52000
mercedes-benz;gl;2007;223673;225;diesel;automatic;49000
audi;a4-allroad;2015;208900;190;diesel;manual;50900
suzuki;sx4-s-cross;2017;86365;140;petrol;manual;57000
infiniti;q50;2013;181929;364;hybrid;automatic;74999
nissan;qashqai-2;2009;269000;150;diesel;manual;21500
opel;mokka;2018;139340;140;petrol;automatic;52900
hyundai;i40;2016;190000;115;diesel;manual;34900
opel;insignia;2021;172271;174;diesel;manual;54850
toyota;corolla;2008;145578;90;diesel;automatic;20500
peugeot;3008;2014;226480;115;diesel;manual;25600
ford;kuga;2017;153000;180;diesel;automatic;61800
volvo;c30;2008;196519;101;petrol-lpg;manual;15500
hyundai;ix20;2011;222000;125;petrol;manual;22900
bmw;seria-4;2015;268000;190;diesel;automatic;71200
renault;kangoo;2010;191074;90;diesel;manual;16000
dacia;duster;2015;135000;125;petrol;manual;27900
volvo;xc-40;2022;28000;247;petrol;automatic;109000
mazda;cx-3;2016;122029;120;petrol;automatic;60000
renault;clio;2008;197885;75;petrol;manual;10500
opel;astra;2011;329000;140;petrol-lpg;manual;7590
mercedes-benz;cls;2013;265979;265;diesel;automatic;49800
cupra;cupra-formentor;2022;86000;150;petrol;automatic;109900
audi;a6-limousine;2020;124586;245;petrol;automatic;110000
nissan;micra;2018;69746;71;petrol;manual;35000
volkswagen;tiguan;2009;224000;170;petrol;automatic;29900
audi;a6-avant;2016;250000;218;diesel;automatic;59900
bmw;x1;2011;210000;143;diesel;manual;31900
suzuki;vitara;2024;40000;129;petrol;manual;84900
honda;hr-v;2019;108000;130;petrol;automatic;73000
honda;accord;2006;342893;155;petrol;manual;12000
ford;mondeo-sw;2015;142358;160;petrol;manual;36000
honda;hr-v;2017;63521;130;petrol;automatic;67000
audi;a3-sportback;2011;296000;140;diesel;automatic;25000
opel;insignia;2012;287000;160;diesel;automatic;19900
opel;zafira;2017;189000;140;petrol;manual;34900
mercedes-benz;glk;2012;222644;143;diesel;automatic;50000
opel;corsa;2015;42513;90;petrol;manual;33000
bmw;seria-5;2008;263135;218;petrol;automatic;25000
seat;ateca;2017;185867;150;petrol-lpg;automatic;60000
peugeot;508;2015;188063;140;diesel;manual;34000
renault;captur;2022;66569;140;petrol;manual;69900
ford;kuga;2017;145000;180;diesel;automatic;71900
hyundai;tucson;2019;49000;177;petrol;manual;81900
hyundai;ix35;2010;149897;163;petrol-lpg;manual;31000
honda;civic;2005;248000;90;petrol;manual;5999
skoda;superb;2016;168000;179;petrol;manual;56000
mini;john-cooper-works;2021;75000;306;petrol;automatic;142500
volkswagen;tiguan;2014;186987;177;diesel;automatic;50000
volkswagen;tiguan;2017;78000;190;diesel;automatic;91000
kia;xceed;2023;120605;160;petrol;manual;74850
ford;s-max;2015;189000;150;diesel;manual;44900
audi;a6-limousine;2011;227800;177;diesel;automatic;39900
volkswagen;tiguan;2013;220000;177;diesel;automatic;49900
nissan;qashqai;2014;160000;115;petrol;manual;35900
volkswagen;scirocco;2011;288893;140;diesel;manual;27350
kia;sportage;2022;79566;230;hybrid;automatic;128900
land-rover;range-rover-velar;2018;150492;250;petrol;automatic;119800
audi;a4-avant;2013;239000;177;diesel;manual;39900
audi;q3;2015;193000;150;diesel;automatic;55900
ford;s-max;2013;170621;160;petrol;manual;33000
skoda;karoq;2021;65155;150;petrol;manual;86000
audi;a6-allroad;2007;369000;180;diesel;automatic;17900
volvo;c30;2006;346400;136;diesel;manual;10000
nissan;juke;2016;146000;110;diesel;manual;32900
toyota;avensis;2014;211000;124;diesel;manual;29000
audi;a6-avant;2005;330852;224;diesel;automatic;14900
ford;mondeo;2014;240000;163;diesel;manual;28000
volvo;s80;2012;250000;163;diesel;manual;33900
renault;captur;2017;95637;118;petrol;manual;39900
toyota;auris;2018;165289;136;hybrid;automatic;62000
kia;sportage;2023;35000;180;petrol;automatic;125900
citroen;c3-aircross;2020;59664;110;petrol;manual;44500
mazda;6;2021;81374;165;petrol;automatic;84850
mercedes-benz;ml;2006;300000;190;diesel;automatic;28500
suzuki;grand-vitara;2008;190330;129;diesel;manual;21500
jaguar;xk;2014;93600;385;petrol;automatic;106900
citroen;c3-aircross;2018;124000;82;petrol;manual;34999
ford;focus;2008;316000;90;diesel;manual;7000
skoda;fabia;2024;31539;115;petrol;automatic;87997
mercedes-benz;klasa-v;2018;240000;190;diesel;automatic;152520
bmw;x1;2016;239000;245;petrol;automatic;56900
honda;civic;2024;13000;185;hybrid;automatic;124900
mini;cooper;2013;156650;122;petrol;manual;27900
kia;ceed;2022;209464;160;petrol;manual;47500
mercedes-benz;klasa-c;2021;110000;200;diesel;automatic;155000
volvo;v60;2016;174000;150;diesel;manual;42600
ford;focus;2024;98000;125;petrol;automatic;42700
volkswagen;golf;2009;307000;140;diesel;automatic;16000
smart;forfour;2015;95641;71;petrol;manual;24000
audi;a5-sportback;2009;185000;211;petrol;automatic;43900
audi;a6-avant;2015;205830;190;diesel;automatic;59000
skoda;superb;2019;145000;149;diesel;manual;74400
opel;astra;2007;296299;105;petrol-lpg;manual;7999
volkswagen;tiguan;2016;221135;180;petrol;automatic;35500
bmw;5gt;2010;280500;306;petrol;automatic;42000
kia;pro-ceed;2021;110738;204;petrol;automatic;88000
ford;focus;2014;184000;95;diesel;manual;20000
renault;talisman;2015;161870;130;diesel;manual;41000
bmw;seria-5;2018;174603;190;diesel;automatic;97000
hyundai;i30;2020;132709;158;petrol;automatic;59998
seat;leon-sportstourer;2021;93251;130;petrol;manual;63000
opel;corsa;2014;120495;70;petrol;manual;19000
seat;ateca;2019;139245;150;diesel;automatic;80000
dacia;duster;2016;180664;109;diesel;manual;32400
opel;astra;2010;205555;140;petrol;manual;8000
peugeot;508;2021;147500;130;diesel;automatic;64900
nissan;qashqai;2014;160000;115;petrol;manual;34900
toyota;aygo;2019;91319;72;petrol;manual;36000
honda;zr-v;2024;9900;184;hybrid;automatic;149900
dacia;jogger;2023;19775;110;petrol;manual;66000
honda;zr-v;2023;23500;184;hybrid;automatic;139900
renault;captur;2023;192762;143;hybrid;automatic;39900
hyundai;tucson;2015;149538;177;petrol;manual;57600
hyundai;i30;2017;150000;140;petrol;manual;41500
honda;cr-v;2020;70000;184;hybrid;automatic;43000
mazda;6;2015;250000;150;diesel;manual;15900
skoda;kamiq;2020;37101;115;petrol;automatic;76000
opel;crossland-x;2020;46207;110;petrol;manual;55000
ford;kuga;2014;192434;136;diesel;manual;42999
volvo;xc-70;2002;381000;163;diesel;automatic;7900
kia;sportage;2014;199658;135;petrol;manual;41000
audi;a4-avant;2009;288000;143;diesel;manual;30000
volvo;xc-90;2015;279400;225;diesel;automatic;69500
volkswagen;golf;2016;93000;105;diesel;manual;42500
seat;ateca;2017;123000;190;petrol;automatic;79000
bmw;x5;2014;213000;313;diesel;automatic;96900
audi;a4-avant;2006;237500;163;petrol;manual;17900
nissan;qashqai;2017;176400;130;diesel;automatic;42900
toyota;avensis;2005;349667;129;petrol-lpg;automatic;9300
kia;sportage;2017;195803;177;petrol;manual;52000
opel;astra;2020;122000;110;petrol;manual;36900
renault;koleos;2008;300000;150;diesel;manual;15700
mitsubishi;eclipse-cross;2018;158745;163;petrol;manual;56500
peugeot;2008;2015;140000;82;petrol;manual;24900
audi;q5;2017;200125;190;diesel;automatic;95000
hyundai;i20;2017;173825;100;petrol;manual;30700
hyundai;i40;2017;174976;141;diesel;manual;38000
volvo;xc-90;2017;159296;235;diesel;automatic;107000
ford;fiesta;2016;146213;80;petrol;manual;23700
volkswagen;tiguan;2019;189999;190;diesel;automatic;89999
mitsubishi;asx;2017;177064;117;petrol;manual;47900
renault;captur;2016;115636;90;petrol;manual;32000
renault;espace;2016;170000;200;petrol;automatic;57800
kia;pro-ceed;2022;95843;204;petrol;automatic;98000
citroen;c3-aircross;2018;127964;110;petrol;manual;37600
toyota;avensis;2016;176850;143;diesel;manual;44000
audi;s3-limousine;2018;123000;310;petrol;automatic;109900
honda;zr-v;2023;49900;184;hybrid;automatic;139900
citroen;c3;2017;80465;82;petrol;manual;30000
seat;leon-sportstourer;2017;119044;110;petrol;manual;43000
honda;civic;2008;189102;83;petrol;manual;16500
renault;trafic;2012;170000;115;diesel;manual;52900
ford;kuga;2014;273000;140;diesel;automatic;33900
opel;astra;2013;198756;120;petrol;manual;20500
nissan;juke;2017;87094;116;petrol;manual;38500
hyundai;tucson;2019;158000;185;diesel;automatic;74900
hyundai;i30;2015;200800;110;diesel;manual;27999
honda;cr-v;2016;150000;160;diesel;automatic;64000
bmw;x5;2014;205232;218;diesel;automatic;69990
renault;clio;2019;100646;90;petrol;manual;31600
renault;megane;2010;216000;110;diesel;manual;15500
volkswagen;golf;2022;154365;115;diesel;manual;62900
renault;clio;2022;52399;91;petrol;manual;46000
land-rover;range-rover-evoque;2016;129700;150;diesel;automatic;74900
ford;focus-sw;2023;45930;125;petrol;manual;70000
peugeot;3008;2017;175000;180;diesel;automatic;68900
fiat;bravo;2008;158320;105;diesel;manual;7500
skoda;fabia;2021;61163;95;petrol;manual;46000
kia;ceed;2015;219000;128;diesel;manual;31800
volkswagen;passat;2017;258000;190;diesel;automatic;63900
mercedes-benz;glc;2016;250000;204;diesel;automatic;84900
hyundai;i30;2022;49000;110;petrol;manual;75000
audi;q7;2010;318600;240;diesel;automatic;39500
opel;astra;2017;339000;110;diesel;manual;17000
peugeot;5008;2018;207000;150;diesel;manual;67900
jeep;grand-cherokee;2004;278000;163;diesel;automatic;25900
alfa-romeo;giulietta;2015;214345;150;petrol;manual;29500
audi;a4-avant;2013;249700;150;diesel;automatic;39500
skoda;rapid;2017;174800;95;petrol;automatic;27400
suzuki;vitara;2018;90628;112;petrol;automatic;59000
renault;talisman;2016;226808;130;diesel;manual;36000
audi;s4-avant;2015;224000;333;petrol;automatic;73000
opel;mokka;2022;50738;130;petrol;automatic;69850
mercedes-benz;cla;2016;150000;381;petrol;automatic;110000
volkswagen;sharan;2010;400000;140;diesel;manual;23400
land-rover;discovery-sport;2020;199317;200;petrol;automatic;95000
renault;megane;2019;104519;140;petrol;automatic;48500
audi;a3-sportback;2015;191000;125;petrol;automatic;45999
skoda;octavia;2012;291000;140;diesel;manual;15900
bmw;x3;2014;193000;245;petrol;automatic;59000
volkswagen;passat-cc;2009;327750;140;diesel;manual;21000
volvo;xc-60;2016;256271;150;diesel;manual;50000
audi;a4-limousine;2011;329457;143;diesel;manual;25000
mazda;cx-30;2020;142000;150;petrol;manual;78999
skoda;octavia;2017;256000;150;diesel;manual;39900
renault;clio;2014;152000;90;petrol;manual;22900
audi;a8;2011;171000;250;diesel;automatic;79900
peugeot;308;2018;199000;130;diesel;manual;35000
renault;megane;2013;149580;132;petrol;manual;22500
bmw;seria-1;2017;132968;136;petrol;automatic;57000
audi;a6-avant;2014;317000;245;diesel;automatic;48000
opel;astra;2015;242605;110;diesel;manual;20000
volkswagen;golf;2016;200421;184;diesel;automatic;49000
ford;mondeo;2019;174900;150;diesel;automatic;52850
audi;q5;2013;180000;177;diesel;automatic;52900
skoda;rapid;2014;206121;75;petrol-lpg;manual;20000
hyundai;santa-fe;2013;240000;150;diesel;manual;42900
nissan;qashqai;2015;97931;115;petrol;manual;42000
volkswagen;passat;2017;240000;150;diesel;automatic;45000
skoda;rapid;2014;107712;105;petrol;manual;30000
bmw;seria-3;2012;256527;163;diesel;automatic;39750
mitsubishi;asx;2014;280000;150;diesel;manual;32000
volkswagen;golf-plus;2013;161000;105;petrol;manual;26900
kia;sportage;2022;99266;180;petrol;automatic;119850
volvo;v90-cross-country;2017;229000;235;diesel;automatic;84900
peugeot;3008;2018;162000;130;petrol;automatic;49900
kia;ceed;2015;248000;136;diesel;manual;26900
dacia;sandero;2014;276000;90;petrol-lpg;manual;17500
toyota;yaris;2022;37100;116;hybrid;automatic;87000
audi;a6-limousine;2012;343800;299;petrol;automatic;51900
audi;a2;2009;311000;90;diesel;manual;20900
renault;clio;2009;244000;101;petrol;manual;7500
kia;ceed;2016;202000;136;diesel;manual;30000
bmw;x5;2012;319000;306;diesel;automatic;65190
nissan;navara;2011;292000;231;diesel;automatic;49200
skoda;fabia;2019;290000;75;petrol-lpg;manual;21500
hyundai;tucson;2021;146776;230;hybrid;automatic;100000
audi;a4-avant;2016;212000;190;diesel;automatic;79000
bmw;x3;2010;268341;184;diesel;automatic;43000
peugeot;508;2019;178830;181;petrol;automatic;70000
toyota;c-hr;2022;55000;122;hybrid;automatic;103900
